Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
Absolute All-Star Superman,Grant Morrison,"Neal Adams (Illustrator), Frank Quitely (Illustrator)",9781401229177,hardcover,read,2025/07/20,2025/07/22,2025/07/20-2025/07/22,1,"adventurous, emotional",fast,Plot,Yes,Yes,No,Yes,4.0,"","","","",No
The Sword of the Lictor,Gene Wolfe,"",9780671435950,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
The Search,"Bryan Konietzko, Michael Dante DiMartino, Gene Luen Yang",Gurihiru (Illustrator),9781616552268,hardcover,read,2020/09/13,"","",1,"",,,,,,,,,"",,"",Yes
The Titan's Curse,Rick Riordan,"",9780545057042,paperback,read,2016/12/26,"","",1,"",,,,,,,5.0,,"",,"",No
Diamantine,Andrew Rowe,Nick Podehl (Narrator),B084JNMF2Z,audio,read,2022/09/05,2022/09/21,2022/09/05-2022/09/21,1,"adventurous, funny, lighthearted",fast,Plot,No,Yes,No,Yes,2.75,,"","","",No
Harry Potter: The Prequel,J.K. Rowling,"",9781156923443,digital,read,2017/11/15,"","",1,"",,,,,,,,,"",,"",No
Point Blank,Anthony Horowitz,"","",paperback,read,2016/12/26,"","",1,"",,,,,,,,,"",,"",No
Mort,Terry Pratchett,"Sian Clifford (Narrator), Peter Serafinowicz (Narrator), Bill Nighy (Narrator)","",audio,read,2021/01/15,2023/03/18,2023/01/25-2023/03/18,1,"adventurous, funny, lighthearted, reflective",fast,Character,Yes,Yes,No,Yes,4.5,"","","","",No
Murder at Spindle Manor,Morgan Stang,"",B0BJ4LVXB2,digital,read,2024/01/28,2025/02/17,2025/02/14-2025/02/17,1,"lighthearted, mysterious, tense",fast,Plot,No,Yes,Yes,No,4.5,"","","","self-pub, urban-fantasy",No
The Reality Bug,D.J. MacHale,"",9780743437349,paperback,read,2016/12/26,"","",1,"",,,,,,,5.0,,"",,"",No
The Library at Mount Char,Scott Hawkins,"",9780553418620,paperback,read,2022/01/02,2024/10/30,2024/10/20-2024/10/30,1,"dark, funny, reflective, tense",fast,Character,Yes,It's complicated,No,Yes,4.5,"","","","",No
The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,"","",paperback,read,2016/12/26,"","",1,"",,,,,,,,,"",,"",Yes
Modern Romance,Aziz Ansari,"","",digital,read,2016/12/26,"","",1,"",,,,,,,3.0,,"",,"",No
Altered Carbon,Richard K. Morgan,"",9780345457691,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Scorpia Rising,Anthony Horowitz,"","",paperback,read,2016/12/26,"","",1,"",,,,,,,,,"",,"",No
Hyperion,Dan Simmons,"",9780553283686,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
The Emperor of Nihon-Ja,John Flanagan,"",9781741664485,paperback,read,2016/12/26,"","",1,"",,,,,,,,,"",,"",No
Newcomer,Keigo Higashino,Giles Murray (Translator),9781250067869,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
A Night in the Lonesome October,Roger Zelazny,Gahan Wilson (Illustrator),9780380771417,paperback,read,2022/10/25,2022/11/13,2022/10/27-2022/11/13,1,"dark, funny, mysterious, relaxing",medium,Plot,No,Yes,Yes,No,3.5,,"","","",No
Raising Steam ,Terry Pratchett,"",9780857522276,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Artemis Fowl and the Arctic Incident,Eoin Colfer,"",9780241335598,paperback,read,2016/12/26,"","",1,"",,,,,,,,,"",,"",No
The Lies of Locke Lamora,Scott Lynch,"",9780553804676,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
The Blood of Olympus,Rick Riordan,"",B00FRVH3V6,digital,read,2016/12/26,"","",1,"",,,,,,,4.0,,"",,"",No
Swan Song,Robert R. McCammon,"",9780671741037,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,post-apocalyptic,No
The Eternity Code,Eoin Colfer,"",,digital,read,2016/12/26,"","",1,"",,,,,,,,,"",,"",No
Slaughterhouse-Five,Kurt Vonnegut,"",9780385333849,paperback,read,2024/11/28,2025/11/08,2025/11/04-2025/11/08,1,"dark, emotional, funny, reflective, tense",fast,Character,It's complicated,Yes,No,It's complicated,5.0,<div>I'm reading this for the first time in 2025 and am absolutely floored. Try to go in blind if you can.</div>,"","","",Yes
A Feast for Crows,George R.R. Martin,"",055358202X,paperback,read,2016/12/26,2017/08/09,2017/08/09,1,"",,,,,,,4.0,,"",,"",No
Nettle & Bone,T. Kingfisher,"",9781250244048,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
"The Mighty Thor, Vol. 4: The War Thor",Jason Aaron,Russell Dauterman (Illustrator),9781302906580,hardcover,read,2023/01/27,2023/01/25,2023/01/25-2023/01/25,1,"adventurous, dark, tense",fast,Plot,Yes,Yes,No,No,4.5,"","","","",No
Lord of Emperors,Guy Gavriel Kay,"",9780061020025,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
The Ruins of Gorlan,John Flanagan,"","",paperback,read,2016/12/26,"","",1,"",,,,,,,,,"",,"",No
2001: A Space Odyssey,Arthur C. Clarke,"",9780451457998,paperback,read,2016/12/26,"","",1,"",,,,,,,4.0,,"",,"",No
The Lost Hero,Rick Riordan,"",9781423145400,digital,read,2016/12/26,"","",1,"",,,,,,,5.0,,"",,"",No
It,Stephen King,"",9780450411434,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Born a Crime: Stories from a South African Childhood,Trevor Noah,Trevor Noah (Narrator),9781531865030,audio,read,2022/01/02,2022/05/23,2022/05/16-2022/05/23,1,"emotional, funny, informative, reflective",fast,,,,,,5.0,"","","","",Yes
The Curse of Chalion,Lois McMaster Bujold,"",9780007133611,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Station Eleven,Emily St. John Mandel,"",9780385353304,hardcover,read,2022/11/07,2023/07/28,2023/07/23-2023/07/28,1,"dark, emotional, hopeful, inspiring, mysterious, reflective, relaxing",slow,Character,Yes,Yes,No,Yes,5.0,"","","","",No
Berserk Deluxe Volume 7,Kentaro Miura,Duane Johnson (Translator),9781506717906,hardcover,read,2026/02/24,2026/02/26,2026/02/24-2026/02/26,1,"",,"","","","","",4.5,"","","","",No
Best Served Cold,Joe Abercrombie,Steven Pacey (Narrator),9781409132615,audio,read,2021/04/29,2024/07/19,2024/06/26-2024/07/19,1,"adventurous, dark, emotional, tense",fast,A mix,Yes,It's complicated,Yes,Yes,5.0,"","","","",Yes
A Wizard of Earthsea,Ursula K. Le Guin,"",9780553383041,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",Yes
The Hero of Ages,Brandon Sanderson,"","",digital,read,2020/09/08,2020/09/23,2020/09/23,1,"",,,,,,,5.0,,"",,"",Yes
Dreams of the Dying,Nicolas Lietzau,"",9783982216737,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"self-pub, grimdark",No
Batman: Year One,Frank Miller,"Richmond Lewis (Illustrator), David Mazzucchelli (Illustrator)",9781401207526,paperback,read,2022/05/19,2022/05/22,2022/05/19-2022/05/22,1,"dark, mysterious, tense",fast,Plot,It's complicated,Yes,No,Yes,4.0,"","","","",No
The Grace of Kings,Ken Liu,"",9781481424271,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
From a Certain Point of View,Elizabeth Schaefer,"Matt Fraction, Adam Christopher, Jason Fry, Pierce Brown, Elizabeth Wein, January LaVoy (Narrator), Chuck Wendig, Gary Whitta, Janina Gavankar (Narrator), Kieron Gillen, Cavan Scott, Ashley Eckstein (Narrator), Glen Weldon, Renée Ahdieh, Mur Lafferty, Gary D. Schmidt, Ken Liu, Griffin McElroy, Saskia Maarleveld (Narrator), Paul Dini, Zoraida Córdova, Ben Blacker, Marc Thompson (Narrator), Ashley Eckstein, Claudia Gray, Sabaa Tahir, Neil Patrick Harris (Narrator), Kelly Sue DeConnick, Christie Golden, Delilah S. Dawson, Nnedi Okorafor, Rae Carson, Jonathan Davis (Narrator), Charles Soule, Jon Hamm (Narrator), Pablo Hidalgo, Ian Doescher, Wil Wheaton, Paul S. Kemp, Madeleine Roux, Greg Rucka, Ben Acker, John Jackson Miller, Tom Angleberger, Daniel José Older (Narrator), Alexander Freed, Carol Monda (Narrator), Daniel José Older, E.K. Johnston, Beth Revis, Meg Cabot, Jeffrey Brown",9780451486226,audio,did-not-finish,2023/05/06,"","",0,"",,,,,,,,,"",,"",No
Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"",9781524731656,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Herald,Rob J. Hayes,"","",digital,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,self-pub,Yes
Timeline,Michael Crichton,"",9780099244721,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Harry Potter and the Cursed Child - Parts One and Two,Jack Thorne,"J.K. Rowling, John Tiffany",9780751565355,hardcover,read,2016/12/26,"","",1,"",,,,,,,1.0,,"",,"",No
Something Wicked This Way Comes,Ray Bradbury,"",9780380729401,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
The Soldiers of Halla,D.J. MacHale,"",,digital,read,2016/12/26,"","",1,"",,,,,,,5.0,,"",,"",No
Damascus Station,David McCloskey,"",9780393881042,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Guards! Guards!,Terry Pratchett,"Ben Aaronovitch (Narrator), Bill Nighy (Narrator), Peter Serafinowicz (Narrator), Jon Culshaw (Narrator)",9781473588165,audio,read,2025/06/25,2025/07/07,2025/06/25-2025/07/07,1,"funny, mysterious, tense",fast,A mix,Yes,Yes,No,It's complicated,4.75,"","","","",No
The Slow Regard of Silent Things,Patrick Rothfuss,Nate Taylor,9780756410438,hardcover,read,2021/05/26,2021/06/02,2021/05/26-2021/06/02,1,"",,"","","","","",3.0,"","","","",Yes
The Alchemyst,Michael Scott,"",9780385733571,hardcover,read,2016/12/26,"","",1,"",,,,,,,5.0,,"",,"",No
Batman: Dark Victory,"Jeph Loeb, Tim Sale","","",,read,2022/12/29,2023/03/01,2023/02/24-2023/03/01,1,"dark, mysterious, tense",fast,Plot,No,No,No,No,4.0,"","","","",No
Blood Brothers Beyond,Rob J. Hayes,"",B0DQL6XHGW,digital,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Stormbird,Conn Iggulden,"",9780718159832,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Season of Storms,Andrzej Sapkowski,David French (Translator),9780316441636,hardcover,read,2019/02/05,"","",1,"",,,,,,,4.0,,"",,"",Yes
Different Seasons,Stephen King,"",9780751514629,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Six Sacred Swords,Andrew Rowe,Nick Podehl (Narrator),B07R8GK7NR,audio,read,2022/08/16,2022/09/02,2022/08/18-2022/09/02,1,"adventurous, funny, lighthearted",fast,Plot,No,Yes,No,No,3.5,,"","","",Yes
Kingdoms of Death,Christopher Ruocchio,"",9780756413095,hardcover,read,2024/02/06,2024/04/29,2024/04/21-2024/04/29,1,"dark, emotional, tense",medium,Character,Yes,Yes,No,Yes,4.5,"","","","",No
The Winter King,Bernard Cornwell,"",9780312156961,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
The Urth of the New Sun,Gene Wolfe,"",9780312863944,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
The Frugal Wizard's Handbook for Surviving Medieval England,Brandon Sanderson,Steve Argyle (Illustrator),9781250899675,hardcover,read,2023/06/18,2023/07/06,2023/06/19-2023/07/06,1,"adventurous, funny, lighthearted",fast,Character,Yes,Yes,No,Yes,3.75,,"","","",Yes
A Trick of Light,"Tbd, Ryan Silbert, Kat Rosenfield, Stan Lee, Luke Lieberman","",,audio,read,2020/12/06,2020/12/17,2020/12/17,1,"",,,,,,,,,"",,"",No
The Rift,"Bryan Konietzko, Michael Dante DiMartino, Gene Luen Yang",Gurihiru (Illustrator),9781616555504,hardcover,read,2020/09/13,"","",1,"",,,,,,,,,"",,"",Yes
"The Wager: A Tale of Shipwreck, Mutiny, and Murder",David Grann,"",9780385534260,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,survival,No
A Knight of the Seven Kingdoms,George R.R. Martin,Gary Gianni (Illustrator),9780345533487,hardcover,read,2017/01/04,2017/11/18,2017/11/18,1,"",,,,,,,5.0,,"",,"",Yes
Nobody's Girl: A Memoir of Surviving Abuse and Fighting for Justice,Virginia Roberts Giuffre,"Gabra Zackman (Narrator), Thérèse Plummer (Narrator)",9780593830406,audio,read,2026/02/26,2026/03/09,2026/02/26-2026/03/09,1,"dark, sad",,,,,,,4.75,"","","","",No
The Last Kingdom,Bernard Cornwell,"",9780060887186,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
The House of Hades,Rick Riordan,"",9781423155157,digital,read,2016/12/26,"","",1,"",,,,,,,4.0,,"",,"",No
The Ballad of Black Tom,Victor LaValle,"",9780765387868,paperback,read,2023/12/27,2024/11/03,2024/11/03-2024/11/03,1,"dark, mysterious, tense",fast,Character,Yes,No,No,Yes,4.5,"","","","",No
First Mage on the Moon,Cameron Johnston,"",9781915998064,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
To Sleep in a Sea of Stars,Christopher Paolini,"",9781250762849,hardcover,read,2020/07/23,2020/11/02,2020/11/02,1,"adventurous, dark",slow,,It's complicated,"",Yes,"",3.5,,"","","",Yes
Pet Sematary,Stephen King,"",9781529378306,paperback,read,2020/08/10,2025/10/31,2025/10/19-2025/10/31,1,"dark, emotional, tense",medium,Character,Yes,Yes,No,Yes,4.5,"","","","",No
Summer Knight,Jim Butcher,"",9780451458926,paperback,read,2020/10/29,"","",1,"",,,,,,,4.0,,"",,"",No
"Thor: God of Thunder, Volume 4: The Last Days of Midgard","Jason Aaron, Agustín Alessio, Esad Ribić","",,,read,2022/06/16,2022/07/08,2022/06/15-2022/07/08,1,adventurous,fast,Plot,Yes,Yes,No,Yes,4.25,"","","","",No
Use of Weapons,Iain M. Banks,"",9781857231359,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
The Road to Jonestown: Jim Jones and Peoples Temple,Jeff Guinn,"",9781476763835,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
On the Shoulders of Titans,Andrew Rowe,Nick Podehl (Narrator),"",audio,read,2022/04/22,2022/05/16,2022/04/22-2022/05/16,1,"",,,,,,,,,"",,"",Yes
Dracula,Bram Stoker,"Nina Auerbach (Contributor), David J. Skal (Contributor)",9780393970128,paperback,read,2022/01/02,2023/11/07,2023/05/26-2023/11/07,1,"challenging, dark, mysterious, tense",slow,A mix,Yes,Yes,No,No,4.0,"","","","",No
Eragon,Christopher Paolini,"",9780756949143,hardcover,read,2016/12/26,"","",1,"",,,,,,,4.0,,"",,"",No
The Lost Symbol,Dan Brown,"",9780385504225,hardcover,read,2016/12/26,"","",1,"",,,,,,,4.0,,"",,"",No
Red Rising,Pierce Brown,Tim Gerard Reynolds (Narrator),9781464042164,audio,read,2020/09/18,2025/12/27,2025/12/21-2025/12/27,1,"adventurous, dark, tense",fast,A mix,No,Yes,No,It's complicated,3.5,"","","",space-opera,No
The Children of Húrin,J.R.R. Tolkien,"Christopher Tolkien (Contributor), Alan Lee (Illustrator)",9780007246229,hardcover,read,2017/11/15,"","",1,"",,,,,,,5.0,,"",,"",Yes
The Magician,Michael Scott,"",0385737289,paperback,read,2016/12/26,"","",1,"",,,,,,,4.0,,"",,"",No
Brief Cases: More Stories from The Dresden Files,Jim Butcher,James Marsters (Narrator),9780356511702,audio,read,2021/09/27,2022/02/17,2022/02/03-2022/02/17,1,"",,"","","","","",4.0,,"","","",No
Before They Are Hanged,Joe Abercrombie,Steven Pacey (Narrator),9781478907824,audio,read,2024/05/06,2024/05/27,2024/05/05-2024/05/27,1,"adventurous, dark, funny, tense",fast,Character,Yes,Yes,Yes,Yes,4.5,"","","","",No
The Fisherman,John Langan,"",9781939905215,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,cosmic-horror,No
Blindsight,Peter Watts,"",9780765312181,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
The Green Mile,Stephen King,"",9780451933027,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Original Sin: Thor & Loki: The Tenth Realm,"Simone Bianchi, Marco Checchetto, Jason Aaron, Al Ewing, Szymon Kudranski, Lee Garbett","",,paperback,read,2022/07/06,"","",1,adventurous,fast,Plot,No,No,No,Yes,3.75,"","","","",No
Snakehead,Anthony Horowitz,"","",paperback,read,2016/12/26,"","",1,"",,,,,,,3.0,,"",,"",No
Twelve Months,Jim Butcher,James Marsters (Narrator),9798217176021,audio,read,2026/02/26,2026/03/31,2026/03/18-2026/03/31,1,"dark, emotional, funny, reflective",slow,Character,It's complicated,Yes,Yes,Yes,4.75,"","","",urban-fantasy,No
The Burning Bridge,John Flanagan,"","",hardcover,read,2016/12/26,"","",1,"",,,,,,,,,"",,"",No
I Have No Mouth and I Must Scream,"Harlan Ellison, Theodore Sturgeon","",,digital,read,2022/07/17,2023/10/31,2023/10/31-2023/10/31,1,"dark, reflective, tense",fast,Plot,No,No,No,No,3.75,"","","","",No
The Quantum Thief,Hannu Rajaniemi,"",9780765375889,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"heist, cyberpunk",No
36 Streets,T.R. Napper,"",9781789097412,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,cyberpunk,No
The Passage,Justin Cronin,"",9780345504968,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,survival,Yes
Sailing to Sarantium,Guy Gavriel Kay,"",9780743450096,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
The Waste Lands,Stephen King,Ned Dameron (Illustrator),9780670032563,hardcover,read,2016/12/26,2020/04/18,2020/04/18,1,"",,,,,,,4.0,,"",,"",No
The Changeling,Victor LaValle,"",9780812995947,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,cosmic-horror,No
East of Eden,John Steinbeck,"",9780142000656,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Wolves of the Calla,Stephen King,"",1444723480,paperback,read,2016/12/26,2021/09/27,2021/08/06-2021/09/27,1,"",,"","","","","",4.5,"","","","",No
All the Light We Cannot See,Anthony Doerr,"",9781476746586,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Queen Amid Ashes,Christopher Ruocchio,"",B0B45DFRF6,digital,read,2024/09/14,2024/09/13,2024/09/12-2024/09/13,1,"dark, sad, tense",fast,Character,It's complicated,No,No,Yes,4.25,"","","","",No
Songs of the Dead,"Brandon Sanderson, Peter Orullian","",9781668068144,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Boy's Life,Robert R. McCammon,"",9780671743055,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Song of Susannah,Stephen King,"","",hardcover,read,2016/12/26,2021/11/07,2021/09/27-2021/11/07,1,"",,"","","","","",3.25,"","","","",No
Dreams of Chaos,Shauna Lawless,"",9781035908936,digital,to-read,2026/03/18,"","",0,"",,,,,,,,,"",,"",No
And Then There Were None,Agatha Christie,"",9780312330873,paperback,read,2020/09/24,2023/12/15,2023/12/15-2023/12/15,1,"dark, mysterious, tense",fast,Plot,No,No,Yes,No,4.25,"","","","",No
The Devotion of Suspect X,Keigo Higashino,Alexander O. Smith (Translator),9780312375065,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
City of Last Chances,Adrian Tchaikovsky,"",9781801108423,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
The Handmaid's Tale,Margaret Atwood,"",0385490818,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Bury Your Gays,Chuck Tingle,"Charlie Jane Anders (Narrator), Stephen Graham Jones (Narrator), T. Kingfisher (Narrator), Liz Kerin (Narrator), Sarah Gailey (Narrator), C.J. Leede (Narrator), André Santana (Narrator), Mara Wilson (Narrator), Mark Oshiro (Narrator), Georgia Bird (Narrator), TJ Klune (Narrator)",9781250351272,audio,read,2024/10/29,2024/11/08,2024/10/29-2024/11/08,1,"dark, emotional, funny, tense",fast,A mix,Yes,Yes,Yes,No,4.75,"","","","",No
The Sky Below,"Scott Parazynski, Susy Flory","",,digital,read,2020/09/02,2021/11/11,2021/07/25-2021/11/11,1,"",,,,,,,4.0,"","","","",No
The Dungeon Anarchist's Cookbook,Matt Dinniman,Jeff Hays (Narrator),B08ZBJ4LXX,audio,read,2025/01/10,2025/01/21,2025/01/10-2025/01/21,1,"adventurous, funny, lighthearted, reflective, tense",fast,A mix,Yes,Yes,No,No,4.5,"","","","",Yes
Death Masks,Jim Butcher,"",9780451459404,paperback,read,2020/10/29,2020/11/15,2020/11/15,1,"",,"","","","","",4.25,,"","","",No
Assassin's Apprentice,Robin Hobb,"",9780553573398,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
"Thor, Volume 1: The Goddess of Thunder",Jason Aaron,"Russell Dauterman (Illustrator), Jorge Molina (Illustrator)",9780785192381,digital,read,2022/05/25,2022/05/28,2022/05/25-2022/05/28,1,adventurous,fast,Plot,No,Yes,No,Yes,4.25,"","","","",No
The Ice Dragon,George R.R. Martin,Anne Yvonne Gilbert (Illustrator),9780765316318,hardcover,read,2017/01/04,"","",1,"",,,,,,,4.0,,"",,"",No
Between Two Fires,Christopher Buehlman,"",9781937007867,hardcover,read,2025/03/15,2026/02/22,2026/02/09-2026/02/22,1,"adventurous, dark, funny, mysterious, tense",fast,A mix,Yes,It's complicated,Yes,Yes,5.0,"","","","grimdark, cosmic-horror, monster-hunting",No
Malice,Keigo Higashino,"Elye J. Alexander (Translator), Alexander O. Smith (Translator)",9781250035608,hardcover,read,2025/03/08,2026/01/06,2025/12/29-2026/01/06,1,"dark, mysterious",,"","","","","",4.0,"","","","",No
"The Mighty Thor, Vol. 1: Thunder in Her Veins",Jason Aaron,Russell Dauterman (Illustrator),9780785195221,hardcover,read,2022/05/25,2022/07/12,2022/07/12-2022/07/12,1,adventurous,fast,Plot,Yes,Yes,Yes,Yes,4.0,"","","","",No
Exit Party,Emily St. John Mandel,"",9781035081288,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Essex Dogs,Dan Jones,"",9780593653784,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Magpie Murders,Anthony Horowitz,"",9780062645227,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
New Spring,Robert Jordan,"Michael Kramer (Narrator), Kate Reading (Narrator)",9781593973780,audio,read,2024/07/26,2024/08/05,2024/07/26-2024/08/05,1,"adventurous, mysterious, tense",medium,Character,Yes,Yes,No,No,4.5,"","","","",No
The Lost World,Michael Crichton,"","",paperback,read,2020/08/10,"","",1,"",,,,,,,5.0,,"",,"",No
Heart-Shaped Box,Joe Hill,"",9780061147937,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Sword of Destiny,Andrzej Sapkowski,David French (Translator),9781473211537,paperback,read,2017/10/24,2018/05/21,2018/05/21,1,"",,,,,,,5.0,,"",,"",Yes
Operation Bounce House,Matt Dinniman,"",9780593820308,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
"White Sand, Volume 3",Brandon Sanderson,"Rik Hoskin (Contributor), Fritz Casas (Illustrator)",9781524110086,digital,read,2022/03/10,"","",1,"",,,,,,,,,"",,"",No
The Caine Mutiny: A Novel of World War II,Herman Wouk,"",9780316955102,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
The Devils,Joe Abercrombie,Steven Pacey (Narrator),9781250391131,audio,read,2024/09/27,2025/06/04,2025/05/20-2025/06/04,1,"adventurous, dark, funny",fast,Character,Yes,It's complicated,Yes,Yes,4.0,"","","",grimdark,No
"Everything All at Once: How to Unleash Your Inner Nerd, Tap into Radical Curiosity and Solve Any Problem",Bill Nye,"","",,read,2018/01/14,2019/04/02,2019/04/02,1,"",,,,,,,5.0,,"",,"",No
The Dark Tower: The Gunslinger Born,"Robin Furth, Stephen King, Jae Lee, Peter David, Richard Isanove","",,paperback,read,2022/01/22,"","",1,"",,,,,,,,,"",,"",No
Harry Potter and the Deathly Hallows,J.K. Rowling,Mary GrandPré (Illustrator),9780545010221,hardcover,read,2016/12/26,"","",1,"",,,,,,,5.0,,"",,"",No
Black Water,D.J. MacHale,"",0689869118,paperback,read,2016/12/26,"","",1,"",,,,,,,4.0,,"",,"",No
Evil Star,Anthony Horowitz,"",,,read,2016/12/26,"","",1,"",,,,,,,,,"",,"",No
The Terror,Dan Simmons,"",9780316017442,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Rogues,"Gardner Dozois, George R.R. Martin","Neil Gaiman, Cherie Priest, Patrick Rothfuss, Steven Saylor, Connie Willis, Scott Lynch, Paul Cornell, David Ball, Joe R. Lansdale, Garth Nix, Phyllis Eisenstein, Bradley Denton, Matthew Hughes, Daniel Abrahams, Michael Swanwick, Joe Abercrombie, Gillian Flynn, Walter Jon Williams, Lisa Tuttle, Carrie Vaughn",9780345537263,hardcover,read,2017/12/21,"","",1,"",,,,,,,,,"",,"",No
Deathless,Rob J. Hayes,"",9781915440143,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
The Fifth Season,N.K. Jemisin,"",9780316229296,paperback,read,2021/04/29,2022/12/31,2022/12/12-2022/12/31,1,"adventurous, challenging, dark",medium,A mix,Yes,Yes,No,Yes,2.0,,"","","",Yes
Five Decembers,James Kestrel,"",9781789096118,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Jingo,Terry Pratchett,"Bill Nighy (Narrator), Peter Serafinowicz (Narrator), Jon Culshaw (Narrator)",9781473588509,audio,read,2025/09/24,2025/10/01,2025/09/20-2025/10/01,1,"adventurous, funny, reflective",fast,A mix,Yes,Yes,Yes,No,3.75,"","","","",No
The New Mutants,"Bob McLeod, Chris Claremont","",,paperback,read,2023/09/03,"","",1,"",,,,,,,,,"",,"",No
The Thrice-Bound Fool,Christopher Buehlman,"",9781250621214,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Sealed Empire,Norbert Zsivicz,Tamás Pétersz (Translator),9786158185929,digital,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"self-pub, monster-hunting, sailing",No
The Storyteller: Tales of Life and Music,Dave Grohl,Dave Grohl (Narrator),9780063076129,audio,read,2022/01/06,2022/01/17,2022/01/10-2022/01/17,1,"informative, inspiring, lighthearted",medium,,,,,,4.5,"","","","",No
Inheritance,Christopher Paolini,"",9780385616492,hardcover,read,2016/12/26,"","",1,"",,,,,,,3.0,,"",,"",No
I'm Glad My Mom Died,Jennette McCurdy,Jennette McCurdy (Narrator),9781797147949,audio,read,2022/08/12,2023/06/12,2023/06/12-2023/06/12,1,"dark, emotional, reflective, tense",fast,,,,,,4.5,"","","","",No
Lords and Ladies,Terry Pratchett,"Indira Varma (Narrator), Bill Nighy (Narrator), Peter Serafinowicz (Narrator)",9781473588646,audio,read,2022/08/11,2022/08/18,2022/08/11-2022/08/18,1,"",,"","","","","",4.0,"","","","",No
